support_item_number,support_item_name,jurisdiction,price,unit,effective_start,effective_end,schedule,table
15_047_0135_1_3,Selection or Manufacture of Individualised Technology - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Selection and/or Manufacture of Customised or Wearable Technology
11_022_0110_7_3,Specialist Behavioural Intervention Support - Direct Service,National,$252.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Specialist Behavioural Intervention Support including Training in Behaviour Management Strategies
11_022_0110_7_3,Specialist Behavioural Intervention Support - Direct Service,Remote,$354.19,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Specialist Behavioural Intervention Support including Training in Behaviour Management Strategies
11_022_0110_7_3,Specialist Behavioural Intervention Support - Direct Service,Very Remote,$379.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Specialist Behavioural Intervention Support including Training in Behaviour Management Strategies
11_023_0110_7_3,Behaviour Management Plan Implementation - Direct Service,National,$252.99,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Specialist Behavioural Intervention Support including Training in Behaviour Management Strategies
11_023_0110_7_3,Behaviour Management Plan Implementation - Direct Service,Remote,$354.19,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Specialist Behavioural Intervention Support including Training in Behaviour Management Strategies
11_023_0110_7_3,Behaviour Management Plan Implementation - Direct Service,Very Remote,$379.49,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Specialist Behavioural Intervention Support including Training in Behaviour Management Strategies
15_052_0128_1_3,Therapy Assistant - Level 1 - Direct Service,National,$56.16,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Therapy Assistant - Level 1
15_052_0128_1_3,Therapy Assistant - Level 1 - Direct Service,Remote,$78.62,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Therapy Assistant - Level 1
15_052_0128_1_3,Therapy Assistant - Level 1 - Direct Service,Very Remote,$84.24,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Therapy Assistant - Level 1
15_053_0128_1_3,Therapy Assistant - Level 2 - Direct Service,National,$86.79,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Therapy Assistant - Level 2
15_053_0128_1_3,Therapy Assistant - Level 2 - Direct Service,Remote,$121.51,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Therapy Assistant - Level 2
15_053_0128_1_3,Therapy Assistant - Level 2 - Direct Service,Very Remote,$130.19,Hour,2026-07-01,2027-06-30,Schedule 4: Therapeutic Supports,Therapy Assistant - Level 2
15_610_0118_1_3,ECI Professional - Art Therapist - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Art Therapist
15_610_0118_1_3,ECI Professional - Art Therapist - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Art Therapist
15_610_0118_1_3,ECI Professional - Art Therapist - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Art Therapist
15_606_0118_1_3,ECI Professional - Counsellor - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Counsellor
15_606_0118_1_3,ECI Professional - Counsellor - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Counsellor
15_606_0118_1_3,ECI Professional - Counsellor - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Counsellor
15_613_0118_1_3,ECI Professional - Developmental Educator - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Developmental Educator
15_613_0118_1_3,ECI Professional - Developmental Educator - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Developmental Educator
15_613_0118_1_3,ECI Professional - Developmental Educator - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Developmental Educator
01_760_0118_1_3,ECI Professional - Dietitian - Direct Service,National,$178.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Dietitian
01_760_0118_1_3,ECI Professional - Dietitian - Direct Service,Remote,$250.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Dietitian
01_760_0118_1_3,ECI Professional - Dietitian - Direct Service,Very Remote,$268.49,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Dietitian
15_062_0118_1_3,ECI Professional - Dietitian - Direct Service,National,$178.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Dietitian
15_062_0118_1_3,ECI Professional - Dietitian - Direct Service,Remote,$250.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Dietitian
15_062_0118_1_3,ECI Professional - Dietitian - Direct Service,Very Remote,$268.49,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Dietitian
15_625_0118_1_3,ECI Professional - Early Childhood Teacher or Educator - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Early Childhood Teacher or Educator
15_625_0118_1_3,ECI Professional - Early Childhood Teacher or Educator - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Early Childhood Teacher or Educator
15_625_0118_1_3,ECI Professional - Early Childhood Teacher or Educator - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Early Childhood Teacher or Educator
15_609_0118_1_3,ECI Professional - Exercise Physiologist - Direct Service,National,$161.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Exercise Physiologist
15_609_0118_1_3,ECI Professional - Exercise Physiologist - Direct Service,Remote,$226.79,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Exercise Physiologist
15_609_0118_1_3,ECI Professional - Exercise Physiologist - Direct Service,Very Remote,$242.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Exercise Physiologist
15_615_0118_1_3,ECI Professional - Music Therapist - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Music Therapist
15_615_0118_1_3,ECI Professional - Music Therapist - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Music Therapist
15_615_0118_1_3,ECI Professional - Music Therapist - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Music Therapist
01_650_0118_1_3,ECI Professional - Occupational Therapist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Occupational Therapist
01_650_0118_1_3,ECI Professional - Occupational Therapist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Occupational Therapist
01_650_0118_1_3,ECI Professional - Occupational Therapist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Occupational Therapist
15_617_0118_1_3,ECI Professional - Occupational Therapist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Occupational Therapist
15_617_0118_1_3,ECI Professional - Occupational Therapist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Occupational Therapist
15_617_0118_1_3,ECI Professional - Occupational Therapist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Occupational Therapist
15_626_0118_1_3,ECI Professional - Orientation Mobility Specialist - Direct Service,National,$156.16,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Orientation and Mobility Specialist
15_626_0118_1_3,ECI Professional - Orientation Mobility Specialist - Direct Service,Remote,$218.62,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Orientation and Mobility Specialist
15_626_0118_1_3,ECI Professional - Orientation Mobility Specialist - Direct Service,Very Remote,$234.24,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Orientation and Mobility Specialist
01_720_0118_1_3,ECI Professional - Physiotherapist - Direct Service,National,$183.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Physiotherapist
01_720_0118_1_3,ECI Professional - Physiotherapist - Direct Service,Remote,$257.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Physiotherapist
01_720_0118_1_3,ECI Professional - Physiotherapist - Direct Service,Very Remote,$275.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Physiotherapist
15_003_0118_1_3,ECI Professional - Physiotherapist - Direct Service,National,$183.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Physiotherapist
15_003_0118_1_3,ECI Professional - Physiotherapist - Direct Service,Remote,$257.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Physiotherapist
15_003_0118_1_3,ECI Professional - Physiotherapist - Direct Service,Very Remote,$275.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Physiotherapist
01_663_0118_1_3,ECI Professional - Podiatrist - Direct Service,National,$188.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Podiatrist
01_663_0118_1_3,ECI Professional - Podiatrist - Direct Service,Remote,$264.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Podiatrist
01_663_0118_1_3,ECI Professional - Podiatrist - Direct Service,Very Remote,$283.49,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Podiatrist
15_619_0118_1_3,ECI Professional - Podiatrist - Direct Service,National,$188.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Podiatrist
15_619_0118_1_3,ECI Professional - Podiatrist - Direct Service,Remote,$264.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Podiatrist
15_619_0118_1_3,ECI Professional - Podiatrist - Direct Service,Very Remote,$283.49,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Podiatrist
01_700_0118_1_3,ECI Professional - Psychologist - Direct Service,National,$252.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Psychologist
01_700_0118_1_3,ECI Professional - Psychologist - Direct Service,Remote,$354.19,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Psychologist
01_700_0118_1_3,ECI Professional - Psychologist - Direct Service,Very Remote,$379.49,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Psychologist
15_001_0118_1_3,ECI Professional - Psychologist - Direct Service,National,$252.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Psychologist
15_001_0118_1_3,ECI Professional - Psychologist - Direct Service,Remote,$354.19,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Psychologist
15_001_0118_1_3,ECI Professional - Psychologist - Direct Service,Very Remote,$379.49,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Psychologist
15_621_0118_1_3,ECI Professional - Social worker - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Social Worker
15_621_0118_1_3,ECI Professional - Social worker - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Social Worker
15_621_0118_1_3,ECI Professional - Social worker - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Social Worker
01_653_0118_1_3,ECI Professional - Speech Pathologist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Speech Pathologist
01_653_0118_1_3,ECI Professional - Speech Pathologist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Speech Pathologist
01_653_0118_1_3,ECI Professional - Speech Pathologist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Speech Pathologist
15_622_0118_1_3,ECI Professional - Speech Pathologist - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Speech Pathologist
15_622_0118_1_3,ECI Professional - Speech Pathologist - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Speech Pathologist
15_622_0118_1_3,ECI Professional - Speech Pathologist - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Speech Pathologist
01_740_0118_1_3,ECI Professional - Other Early Childhood Professional - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Other Early Childhood Professional
01_740_0118_1_3,ECI Professional - Other Early Childhood Professional - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Other Early Childhood Professional
01_740_0118_1_3,ECI Professional - Other Early Childhood Professional - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Other Early Childhood Professional
15_005_0118_1_3,ECI Professional - Other Early Childhood Professional - Direct Service,National,$193.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Other Early Childhood Professional
15_005_0118_1_3,ECI Professional - Other Early Childhood Professional - Direct Service,Remote,$271.59,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Other Early Childhood Professional
15_005_0118_1_3,ECI Professional - Other Early Childhood Professional - Direct Service,Very Remote,$290.99,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Other Early Childhood Professional
15_007_0118_1_3,ECI Professional - Therapy Assistant - Level 1 - Direct Service,National,$56.16,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Therapy Assistants Level 1
15_007_0118_1_3,ECI Professional - Therapy Assistant - Level 1 - Direct Service,Remote,$78.62,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Therapy Assistants Level 1
15_007_0118_1_3,ECI Professional - Therapy Assistant - Level 1 - Direct Service,Very Remote,$84.24,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Therapy Assistants Level 1
15_008_0118_1_3,ECI Professional - Therapy Assistant - Level 2 - Direct Service,National,$86.79,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Therapy Assistants Level 2
15_008_0118_1_3,ECI Professional - Therapy Assistant - Level 2 - Direct Service,Remote,$121.51,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Therapy Assistants Level 2
15_008_0118_1_3,ECI Professional - Therapy Assistant - Level 2 - Direct Service,Very Remote,$130.19,Hour,2026-07-01,2027-06-30,Schedule 5: Early Childhood Supports,Therapy Assistants Level 2
01_850_0106_1_1,Individualised Living Options - Exploration and Design,National,$100.14,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
01_850_0106_1_1,Individualised Living Options - Exploration and Design,Remote,$140.19,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
01_850_0106_1_1,Individualised Living Options - Exploration and Design,Very Remote,$150.21,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_001_0106_8_3,Support Coordination Level 1: Support Connection,National,$80.06,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_001_0106_8_3,Support Coordination Level 1: Support Connection,Remote,$112.08,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_001_0106_8_3,Support Coordination Level 1: Support Connection,Very Remote,$120.09,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,National,$100.14,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,Remote,$140.19,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,Very Remote,$150.21,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,National,$190.54,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,Remote,$266.75,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,Very Remote,$285.80,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
10_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,National,$100.14,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
10_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,Remote,$140.19,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
10_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,Very Remote,$150.21,Hour,2026-07-01,2027-06-30,Schedule 6: Support Coordination,Support Coordination and Individualised Living Options
14_034_0127_8_3,Plan Management - Monthly Fee,National,$104.45,Month,2026-07-01,2027-06-30,Schedule 7: Plan Management,Plan Management
01_023_0120_1_1,Assistance with the cost of the preparation and delivery of meals,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Labour Notional Unit Items
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Labour Notional Unit Items
03_050903053_0103_1_1,Incontinence Alarms,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_060000911_0135_1_1,Low Cost AT - Prosthetics And Orthotics,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_090000911_0103_1_1,Low Cost AT - Personal Care And Safety,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_040000919_0103_1_1,Disability-Related Health Consumables - Low Cost,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_090348111_0103_1_2,Extra cost for adapted or adapting clothing and/or footwear for disability need,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_090900111_0103_1_2,Assistive products for dressing or undressing,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_091800084_0103_1_1,Continence - bowel care,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_092100082_0103_1_1,Continence - consumables,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_092400080_0103_1_1,Continence - catheters/sheaths,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_092700081_0103_1_1,Continence - drain/leg bags,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_092700083_0103_1_1,Continence - urinary collection items and accessories,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_093021078_0103_1_1,Continence - reusable/washable personal protection,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_093021079_0103_1_1,Continence - disposable personal protection,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_093040085_0103_1_1,Continence - bed/chair/floor protection,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_120000911_0105_1_1,Low Cost AT - Personal Mobility,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_220300911_0113_1_1,Low Cost AT - Vision Related AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_220600911_0122_1_1,Low Cost AT - Hearing Related AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_222100911_0124_1_1,Low Cost AT - Communication Or Cognitive Support,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_501509092_0103_1_1,Repairs and Maintenance - HEN AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_710400002_0103_1_1,Disability-Related Health Equipment and Consumables - Set Up/Training,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_710930080_0103_1_1,Delivery - Personal care Safety and Disability-related Health Consumables,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Low Cost Assistance Technology Equipment
03_900100156_0130_1_1,Assistance Animal - Dog Guide - Dietary Needs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistance Animal Ongoing Costs
03_900100157_0130_1_1,Assistance Animal - Dog Guide - Grooming,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistance Animal Ongoing Costs
03_900100158_0130_1_1,Assistance Animal - Dog Guide - Veterinary Services,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistance Animal Ongoing Costs
03_900100159_0130_1_1,Assistance Animal - Dog Guide - Annual Accreditation,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistance Animal Ongoing Costs
05_0002_0103_1_2,AT Supplementary Charge - AT Personal Care/Safety,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0105_1_2,AT Supplementary Charge - Personal Mobility or Transfer,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0109_1_2,AT Supplementary Charge - Vehicle modifications,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0112_1_2,AT Supplementary Charge - Recreation including sport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0113_1_2,AT Supplementary Charge - Vision,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0122_1_2,AT Supplementary Charge - Hearing products,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0123_1_2,AT Supplementary Charge - Household Tasks and Control,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0124_1_2,AT Supplementary Charge - Communication and Information support,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_0002_0135_1_2,AT Supplementary Charge - Prosthesis or Orthosis,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Supplementary Charges
05_040312115_0103_1_2,AT Rental - Assistive Products for Respiration Support,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_060000115_0135_1_2,AT Rental - Prosthesis and Orthosis,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_090000155_0103_1_2,AT Rental - Personal Care and Safety,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_121227125_0108_1_2,AT Rental - Vehicle modified for Access,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_150000115_0123_1_2,AT Rental - Assistive Products for Household Tasks,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_222100115_0124_1_2,AT Rental - Communication and Computer access,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_300000115_0112_1_2,AT Rental - Modified for accessible recreation,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_220300115_0113_1_2,AT Rental - Vision support or alternate access,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_220600112_0122_1_2,AT Rental - Hearing Devices and Accessories,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Rental
05_150300111_0123_2_2,Assistive products for preparing food and drink,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Products
05_150600111_0123_2_2,Assistive products for dishwashing,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Products
05_150900111_0123_2_2,Assistive products for eating and drinking,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Products
05_151200111_0123_2_2,Assistive products to facilitate house cleaning,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Products
05_151600111_0123_2_2,Assistive products to facilitate laundry,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Products
05_151800111_0123_2_2,Assistive products to facilitate gardening,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Products
05_189900111_0123_2_2,"Customisation, adaptions, or upgrade cost to standard household items",National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Customisation and adaptations
05_221300111_0124_1_2,Communication and Information AT - Computer/Device Interfaces,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Adaptive Assistive Technology
05_222102112_0124_1_2,Adaptive software for a communication or information access disability need,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Adaptive Assistive Technology
05_222404259_0113_1_2,Vision - modification to a standard item for vision impairment,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Adaptive Assistive Technology
05_300000113_0112_1_2,Modification to a standard Recreation/Sporting Equipment,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Adaptive Assistive Technology
05_500000303_0103_1_2,Repairs and Maintenance - Other AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_500403159_0103_1_1,Repairs and Maintenance - Disability-Related Health Machines,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
