support_item_number,support_item_name,unit,national_2026_27,remote_2026_27,very_remote_2026_27,price_type_2026_27,effective_start,effective_end,schedule,table
01_822_0138_1_1,Supported Independent Living - Exit Accommodation Permanently,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
02_051_0108_1_1,Transport,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
03_089_0121_1_1,Auslan Or Signed English Training,Hour,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
03_090_0121_1_1,Interpreting And Translating,Hour,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
03_091_0121_1_1,Telephone Or Video Interpreting,Hour,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
04_210_0125_6_1,Community Social And Recreational Activities,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
09_008_0116_6_3,Innovative Community Participation,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
09_011_0125_6_3,Community Participation Activities,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
10_021_0102_5_3,School Leaver Employment Supports,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
15_049_0128_1_3,Multidisciplinary Team,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Labour items
03_150930078_0103_1_1,HEN - pump plus accessory - syringe feed,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930079_0103_1_1,HEN - pump plus accessory - non-syringe feed,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930080_0103_1_1,HEN - bolus syringes,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930081_0103_1_1,HEN - gastrostomy devices,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930082_0103_1_1,Additional Extension Sets For Bolus Feeding - 10/Annual,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930083_0103_1_1,Additional Extension Sets For Pump Feeding - 10/Annual,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930084_0103_1_1,HEN - giving sets,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930085_0103_1_1,HEN - containers,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930086_0103_1_1,Additional Bolus Syringes - 100/Annual,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930087_0103_1_1,HEN - water flush syringes,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
03_150930088_0103_1_1,HEN - Other equipment,Year,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Consumable items
05_040312801_0103_1_1,Ventilators - Supplemental Ventilation Support (including CPAP and BPAP),Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_040312811_0103_1_1,Ventilators - Invasive Ventilation for Continuous Use,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_040313111_0103_1_1,Ventilator accessory - Filters and/or Humidifiers,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_040321811_0103_1_1,Aspirators,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_040322811_0103_1_1,Cough Assist Machine,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_040609171_0103_1_1,Cyclic Pressure Unit - Replacement Garments and Compression Sleeves,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_040609811_0103_1_1,Circulation Support - Air-Filled Garments and Compression Units,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_043006111_0103_1_2,Cooling Vest - All Sizes,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_043303511_0103_1_2,Postural Support - Air Floatation or Automated Pressure Management,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_043303811_0103_1_2,Postural Support - Foam and/or Gel component system,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_043306002_0103_1_2,Pressure Reduction Mattress - Air Filled Section,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_043306803_0103_1_2,Pressure Reduction Mattress or Overlay - Complete,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_043306804_0103_1_2,Pressure Reduction Mattress or Overlay - High Complexity Need,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_044839811_0103_1_2,Standing Frame - Supports for Standing,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_044839870_0103_1_2,Standing or Walking Frame accessory - Powered Component (including Myoelectric),Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_060315111_0135_1_2,Orthosis - Cervical and Cranial,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_060318821_0135_1_2,Orthosis - Cervico-Thoraco-Lumbo-Sacral,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_060600111_0135_1_2,Orthosis - Upper Limb - Prefabricated,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_060600821_0135_1_2,Orthosis - Upper Limb - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_060688121_0135_1_2,Orthosis - Dynamic or Lycra - Limb,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061203111_0135_1_2,Orthosis - Foot (all types) or Prefabricated Orthotic Footwear,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061203821_0135_1_2,Orthosis - Footwear/Shoes Other - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061206111_0135_1_2,Orthosis - Ankle Foot (AFO) - Prefabricated,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061206821_0135_1_2,Orthosis - Ankle Foot (AFO) - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061206891_0135_1_2,Orthosis - Ankle Foot with Ankle Joints - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061209111_0105_1_2,Orthosis - Knee - Prefabricated,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061209121_0135_1_2,Orthosis - Knee - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061209821_0135_1_2,Orthosis - Thigh Knee Ankle - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061212821_0135_1_2,Orthosis - Knee Ankle Foot - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061215111_0105_1_2,Orthosis - Hip - Prefabricated,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061218811_0135_1_2,Orthosis - Bilateral Hip Knee Ankle Foot Orthosis (incl RGO) - Prefabricated,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061218821_0135_1_2,Orthosis - Hip Thigh Knee Ankle - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061219821_0135_1_2,Orthosis - Bilateral Thoraco-lumbar/Lumbo-Sacral Hip Knee Ankle Foot - Custom,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061290821_0135_1_2,Orthosis - Dynamic or Lycra - Full Body,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061500811_0135_1_2,Orthosis - Trunk/Lower Body - FES or Powered - to support standing/walking,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_061826871_0135_1_2,Prosthesis - Accessory - Arm and Hand for Sport and Leisure,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_063000821_0135_1_2,Prosthesis - Not Limb Related,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_091200111_0103_1_2,Toilet Attachments and Accessories - Seat/Toilet Raiser/Toileting Bidet,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_091203053_0103_1_2,Shower Commode - Wheeled - Low Transporter,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_091203811_0103_1_2,Shower Commode - Wheeled,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_091203821_0103_1_2,Shower Commode - Wheeled - High Intensity need,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_091203891_0103_1_2,Shower Commode - Wheeled - Tilt In Space,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_093305121_0103_1_2,Bathing Support - Special Design,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_093312811_0103_1_2,Change Table/Shower Trolley - Manual,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_093312891_0103_1_2,Change Table/Shower Trolley - Powered,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_120303111_0105_1_2,Walking Supports - Sticks Canes And Crutches,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_120603831_0103_1_2,Standing and/or Walking Frame - Child,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_120606096_0105_1_2,Wheeled Walker - Standard,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_120606097_0105_1_2,Rollator - Standard,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_120606811_0105_1_2,Walking Frame or Walker,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_120606831_0105_1_2,Rollator - Standard - Child,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_120612100_0105_1_2,Walking Tables,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121205811_0109_1_2,Vehicle Modification - Adaptions for Driver Control,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121208111_0109_1_2,Vehicle Modification - Adaptions For Ancillary Functions e.g. Lights Locking,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121209821_0109_1_2,Vehicle Modification - For Seating and/or Seat Belts,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121212811_0103_1_2,Specialised Child Car Seats - no Vehicle Modification Required,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121215811_0109_1_2,Vehicle Modification - Hoist for Passenger Loading (without Wheelchair),Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121218811_0109_1_2,Vehicle Modification - Hoist for Occupied Wheelchair Loading,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121221811_0109_1_2,Vehicle Modification - Hoist/Ramp for Unoccupied Wheelchair Loading,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121230811_0109_1_2,Vehicle Accessory -Trailer for wheeled mobility device,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121290111_0109_1_2,Vehicle Modification - Engineers Certification,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121800821_0112_1_2,Bicycle - Tricycle and/or Carts adapted for specific functional needs,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_121821871_0112_1_2,Bicycle - Adaptation for Pedals/Seat/Handlebars,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122203811_0105_1_2,Wheelchair - Manual - Folding - Basic,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122203821_0105_1_2,Wheelchair - Manual - Folding - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122203891_0105_1_2,Wheelchair - Manual - Tilt In Space,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122203911_0105_1_2,Wheelchair - Manual - Rigid Frame,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122218111_0105_1_2,Wheelchair - Manual - Attendant Propel - Custom Folding/Rigid Frame,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122290811_0105_1_2,Wheelchair - Manual - Sport and Recreation Use,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122303811_0105_1_2,Scooter - Indoor/Outdoor use,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122303891_0105_1_2,Scooter - Heavy Duty/Robust Activity Specific,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122303911_0105_1_2,Scooter - Electric Powered - Portable,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122303991_0105_1_2,Scooter - Small Folding/Travel Light-Weight,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122306811_0105_1_2,Wheelchair - Powered Base with or without Tilt - Indoor/Outdoor use,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122306824_0105_1_2,Wheelchair - Powered Base - Portable/Folding,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122403811_0105_1_2,Wheelchair Accessory - Powered Alternate Operator Control System,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122409871_0105_1_2,Wheelchair Accessory - Power-Assist Drive Technology,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122442871_0105_1_2,Wheelchair Accessory - Health-Related AT/Ventilator Carrier,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122490811_0105_1_2,Wheelchair Accessory - Powered Adjustment for Limbs or Recline or Elevate,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122500821_0105_1_2,Postural Support - Seating System - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122503111_0105_1_2,Postural Support - Positioning - Back,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122506111_0105_1_2,Postural Support - Positioning - Seat,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122524111_0105_1_2,Postural Support - Wheelchair Accessory,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122524811_0105_1_2,Postural Support - Seating Componentry and Accessories,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122707821_0105_1_2,Stroller/Pram/Buggy with Specialised Seating system,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122707831_0105_1_2,Stroller/Pram/Buggy/Push Chair with Supportive Seating,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122707931_0105_1_2,Wheeled base - paediatric - height adaptable for seating,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_122715831_0105_1_2,Crawlers/Mobility Boards/Trolley,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_123603811_0105_1_2,Transfer AT - Mobile Hoist including Slings (x2),Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_123606868_0105_1_2,Transfer AT - Mobile Hoist Seat or Table,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_123612811_0105_1_2,Transfer AT - Pool Environment Hoist,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_123612891_0105_1_2,Transfer AT - Ceiling Hoist,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_123621111_0105_1_2,Transfer AT - Sling Standard,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_123621121_0105_1_2,Transfer AT - Sling Non-Standard,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_180315111_0103_1_2,Bed - Ancillary Furniture,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_180909811_0103_1_2,Specialised Seating with Sit-Stand Assistance,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_180915811_0103_1_2,Specialised Lounge Chair - Mobile with Pressure Management/Positioning Systems,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_180921821_0103_1_2,Specialised Static Seating with Pressure Management and/or Postural Support,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_180939882_0105_1_2,Postural Support - Modular Seating Systems,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_181200711_0103_1_2,Bed - Access/Transfer Pole/Blocks/Rails/Rail-Covers,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_181207811_0103_1_2,Bed - Manually adjusted,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_181210811_0103_1_2,Bed - Electrically adjusted,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_181224811_0103_1_2,Sleep Positioning System and Accessories - Custom Made,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_181800111_0103_2_2,Home Safety - Slip Resistance Coating/Grab and/or Guide Rails,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_183015811_0103_2_2,Ramp - portable for access needs,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220318811_0113_1_2,Vision - Electronic Video Magnifier,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220321811_0113_1_2,Vision - Image Enlargement Software,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220615111_0122_1_2,Hearing device - Standard level,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220615211_0122_1_2,Hearing device - Intermediate level,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220615811_0122_1_2,Hearing device - Advanced level,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220618811_0122_1_2,Hearing device - Non-Standard,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220621811_0122_1_2,Hearing device - External speech processor and accessories,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220625247_0122_1_2,Hearing accessory - Induction Loop,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220627171_0122_1_2,Hearing accessory - Remote Control,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220627232_0122_1_2,Hearing accessory - TV function,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220627271_0122_1_2,Hearing accessory - Music device,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220627811_0122_1_2,Hearing device - Personal Amplifiers/Binaural Listener,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_220906234_0124_1_2,Voice Amplifiers For Personal Use,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_221315254_0124_1_2,Communication AT - Simple Button or Keys with Voice Output,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_221315811_0124_1_2,Communication - Face to Face - Electronic,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_221315880_0124_1_2,Personal Reader - Speech and/or Visual Output,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_221336811_0113_1_2,Vision - Braille device,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222100111_0124_1_2,Communication AT: Non-Electronic Devices Books or Tools for face to face,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222106253_0124_1_2,Communication - Amplifiers,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222106843_0122_1_2,Hearing accessory - Remote Microphone System,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222404225_0122_1_2,Hearing device - Specialised Landline Telephone,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222903111_0103_1_2,Adapted Devices for standard household items,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222903266_0122_1_2,Hearing device - Baby Alert Systems,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222906111_0103_1_2,Safety Device - Seizure Mat/Location Alert - Alarm System,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_222909111_0103_1_2,Safety Device - Flashing or Vibrating Doorbell/Smoke Alert/Personal Alarms,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_223906811_0113_1_2,Vision - Alternate format Printer,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_223907278_0124_1_2,Vision - Portable Audible Player for Read Content,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_223912811_0113_1_2,Vision - Print Disability Software,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_224506811_0113_1_2,Vision - Visual Navigation AT,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_241327891_0124_1_2,Communication or ICT AT - Complex need interface - Eye or EMG/neural Control,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_242400811_0103_1_2,Device Positioning / Mounting Systems - Technology / other,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_300000111_0112_1_2,Assistive Products - Recreation and Sport not otherwise defined,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_300309811_0112_1_2,Recreation AT - Game Interface,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_501224310_0105_1_2,Wheelchair or Scooter - Battery or Charger,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_702288440_0124_1_2,Programming/Customisation - For Electronic Equipment,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
05_800288834_0103_1_2,Early Childhood Flexible AT Package,Each,,,,no_specified_price,2026-07-01,2027-06-30,Schedule 9: Support items without specified prices,Mid-Cost AT items
