support_item_number,support_item_name,jurisdiction,price,unit,quote,start_date_iso,end_date_iso,type
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,TAS,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,VIC,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,WA,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Remote,$236.82,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Very Remote,$253.74,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,ACT,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,NSW,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,NT,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,QLD,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,SA,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,TAS,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,VIC,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,WA,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Remote,$261.28,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Very Remote,$279.95,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,ACT,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,NSW,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,NT,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,QLD,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,SA,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,TAS,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,VIC,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,WA,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Remote,$338.13,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Very Remote,$362.28,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,ACT,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,NSW,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,NT,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,QLD,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,SA,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,TAS,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,VIC,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,WA,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Remote,$388.77,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Very Remote,$416.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,ACT,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,NSW,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,NT,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,QLD,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,SA,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,TAS,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,VIC,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,WA,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Remote,$439.40,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Very Remote,$470.79,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,ACT,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,NSW,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,NT,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,QLD,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,SA,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,TAS,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,VIC,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,WA,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Remote,$266.17,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Very Remote,$285.18,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,ACT,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,NSW,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,NT,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,QLD,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,SA,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,TAS,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,VIC,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,WA,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Remote,$247.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Very Remote,$265.28,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,ACT,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,NSW,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,NT,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,QLD,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,SA,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,TAS,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,VIC,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,WA,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Remote,$273.13,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Very Remote,$292.64,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,ACT,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,NSW,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,NT,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,QLD,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,SA,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,TAS,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,VIC,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,WA,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,Remote,$353.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,Very Remote,$378.77,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,ACT,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,NSW,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,NT,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,QLD,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,SA,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,TAS,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,VIC,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,WA,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,Remote,$406.46,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,Very Remote,$435.50,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,ACT,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,NSW,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,NT,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,QLD,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,SA,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,TAS,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,VIC,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,WA,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Remote,$459.42,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Very Remote,$492.24,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,ACT,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,NSW,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,NT,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,QLD,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,SA,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,TAS,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,VIC,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,WA,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Remote,$278.25,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Very Remote,$298.13,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,ACT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,NSW,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,NT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,QLD,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,SA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,TAS,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,VIC,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,WA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,Remote,$271.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_501_0119_1_3,Provision of Hearing Services by an Audiologist,Very Remote,$290.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,ACT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,NSW,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,NT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,QLD,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,SA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,TAS,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,VIC,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,WA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,Remote,$271.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_502_0134_1_3,Provision of Hearing Services by an Audiologist,Very Remote,$290.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,ACT,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,NSW,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,NT,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,QLD,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,SA,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,TAS,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,VIC,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,WA,$166.83,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,Remote,$233.56,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_503_0134_1_3,Provision of Hearing Services by an Audiometrist,Very Remote,$250.25,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,ACT,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,NSW,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,NT,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,QLD,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,SA,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,TAS,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,VIC,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,WA,$156.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,Remote,$218.62,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_606_0118_1_3,Early Childhood Intervention Professional - Counsellor,Very Remote,$234.24,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,ACT,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,NSW,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,NT,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,QLD,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,SA,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,TAS,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,VIC,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,WA,$166.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,Remote,$233.79,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_609_0118_1_3,Early Childhood Intervention Professional - Exercise Physiologist,Very Remote,$250.49,H,No,2025-07-01,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,ACT,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,NSW,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,NT,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,QLD,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,SA,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,TAS,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,VIC,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,WA,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,Remote,$218.62,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,Very Remote,$234.24,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,ACT,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,NSW,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,NT,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,QLD,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,SA,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,TAS,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,VIC,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,WA,$193.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,Remote,$271.59,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0118_1_3,Early Childhood Intervention Professional - Art Therapist,Very Remote,$290.99,H,No,2025-07-02,2025-11-23,Price Limited Supports
15_610_0128_1_3,Assessment Recommendation Therapy or Training - Art Therapist,ACT,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0128_1_3,Assessment Recommendation Therapy or Training - Art Therapist,NSW,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0128_1_3,Assessment Recommendation Therapy or Training - Art Therapist,NT,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0128_1_3,Assessment Recommendation Therapy or Training - Art Therapist,QLD,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
15_610_0128_1_3,Assessment Recommendation Therapy or Training - Art Therapist,SA,$156.16,H,No,2025-11-24,9999-12-31,Price Limited Supports
